titulacion;universidad;facultad;provincia;comunidad_autonoma;nota_actual;nota_anterior;nota_maxima;universidad_nota_maxima;nota_minima;universidad_nota_minima
Relaciones Internacionales / Periodismo;Universidad Rey Juan Carlos;Facultad de Ciencias Jurídicas y Sociales. Campus de Fuenlabrada;Madrid;Madrid;12,801;12,947;12,801;Universidad Rey Juan Carlos;12,801;Universidad Rey Juan Carlos
Relaciones Internacionales / Protocolo, Organización de eventos y Comunicación Corporativa;Universidad Rey Juan Carlos;Facultad de Ciencias Jurídicas y Sociales. Campus de Madrid;Madrid;Madrid;13,127;13,281;13,127;Universidad Rey Juan Carlos;13,127;Universidad Rey Juan Carlos
Relaciones Laborales y Empleo;Universidad Carlos III de Madrid;Facultad de Ciencias Sociales y Jurídicas;Madrid;Madrid;8,889;9,03;8,889;Universidad Carlos III de Madrid;8,889;Universidad Carlos III de Madrid
Relaciones Laborales y Recursos Humanos;Universidad Complutense de Madrid;Facultad de Derecho;Madrid;Madrid;8,086;7,63;8,151;Universitat de València (Estudi General);;Varios
Relaciones Laborales y Recursos Humanos;Universidad Rey Juan Carlos;Facultad de Ciencias Jurídicas y Políticas. Campus de Alcorcón;Madrid;Madrid;8,036;7,46;8,151;Universitat de València (Estudi General);;Varios
Relaciones Laborales y Recursos Humanos;Universidad Rey Juan Carlos;Facultad de Ciencias Jurídicas y Políticas. Campus de Madrid;Madrid;Madrid;7,939;8,02;8,151;Universitat de València (Estudi General);;Varios
Relaciones Laborales y Recursos Humanos / Trabajo Social;Universidad Rey Juan Carlos;Facultad de Ciencias Jurídicas y Sociales. Campus de Alcorcón;Madrid;Madrid;9,928;10,197;9,928;Universidad Rey Juan Carlos;9,928;Universidad Rey Juan Carlos
Sistemas de Información;Universidad Politécnica de Madrid;Escuela Técnica Superior de Ingeniería de Sistemas Informáticos;Madrid;Madrid;9,25;9,71;9,25;Universidad Politécnica de Madrid;9,25;Universidad Politécnica de Madrid
Sociología;Universidad Carlos III de Madrid;Facultad de Ciencias Sociales y Jurídicas;Madrid;Madrid;7,466;5,51;7,994;Universitat de València (Estudi General);;Varios
Sociología;Universidad Nacional de Educación a Distancia;Facultad de Ciencias Políticas y Sociología;Madrid;Madrid;5,0;5,0;7,994;Universitat de València (Estudi General);;Varios
Sociología;Universidad Complutense de Madrid;Facultad de Ciencias Políticas y Sociología;Madrid;Madrid;5,0;5,3;7,994;Universitat de València (Estudi General);;Varios
Sociología / Relaciones Internacionales;Universidad Complutense de Madrid;Facultad de Ciencias Políticas y Sociología;Madrid;Madrid;11,219;10,03;11,219;Universidad Complutense de Madrid;11,219;Universidad Complutense de Madrid
Tecnologías para la Sociedad de la Información;Universidad Politécnica de Madrid;Escuela Técnica Superior de Ingeniería de Sistemas Informáticos;Madrid;Madrid;8,75;9,15;8,75;Universidad Politécnica de Madrid;8,75;Universidad Politécnica de Madrid
Terapia Ocupacional;Universidad Complutense de Madrid;Facultad de Medicina;Madrid;Madrid;9,536;8,52;10,409;Universidad de Granada;;Varios
Terapia Ocupacional;Universidad Rey Juan Carlos;Facultad de Ciencias de la Salud. Campus de Alcorcón;Madrid;Madrid;9,35;9,14;10,409;Universidad de Granada;;Varios
Terapia Ocupacional;Universidad Autónoma de Madrid;Centro Superior de Estudios Universitarios La Salle (centro adscrito);Madrid;Madrid;5,0;5,72;10,409;Universidad de Granada;;Varios
Trabajo Social;Universidad Rey Juan Carlos;Facultad de Ciencias Jurídicas y Políticas. Campus de Alcorcón;Madrid;Madrid;8,589;8,69;9,84;Universidad de Málaga;;Varios
Trabajo Social;Universidad Complutense de Madrid;Facultad de Trabajo Social;Madrid;Madrid;7,593;5,0;9,84;Universidad de Málaga;;Varios
Trabajo Social;Universidad Nacional de Educación a Distancia;Facultad de Derecho;Madrid;Madrid;5,0;5,0;9,84;Universidad de Málaga;;Varios
Trabajo Social;Universidad Autónoma de Madrid;Centro Superior de Estudios Universitarios La Salle (centro adscrito);Madrid;Madrid;5,0;5,16;9,84;Universidad de Málaga;;Varios
Traducción e Interpretación;Universidad Complutense de Madrid;Facultad de Filología;Madrid;Madrid;7,127;6,33;9,606;Universidad Jaume I de Castellón;;Varios
Traducción e Interpretación;Universidad Rey Juan Carlos;Facultad de Artes y Humanidades. Campus de Móstoles;Madrid;Madrid;5,0;5,37;9,606;Universidad Jaume I de Castellón;;Varios
Traducción e Interpretación;Universidad Rey Juan Carlos;Facultad de Artes y Humanidades. Campus de Aranjuez;Madrid;Madrid;5,0;5,7;9,606;Universidad Jaume I de Castellón;;Varios
Traducción e Interpretación (francés);Universidad Autónoma de Madrid;Facultad de Filosofía y Letras;Madrid;Madrid;5,91;5,18;9,71;Universidad de Salamanca;;Varios
Traducción e Interpretación (francés) / Lenguas Modernas, Cultura y Comunicación (francés);Universidad Autónoma de Madrid;Facultad de Filosofía y Letras;Madrid;Madrid;12,578;11,95;12,578;Universidad Autónoma de Madrid;12,578;Universidad Autónoma de Madrid
Traducción e Interpretación (inglés);Universidad Autónoma de Madrid;Facultad de Filosofía y Letras;Madrid;Madrid;9,561;5,18;11,778;Universidad de Granada;;Universidad Pompeu Fabra
Turismo;Universidad Carlos III de Madrid;Facultad de Ciencias Sociales y Jurídicas;Madrid;Madrid;7,403;7,83;7,862;Universitat de València (Estudi General);;Varios
Turismo;Universidad Nacional de Educación a Distancia;Facultad de Ciencias Económicas y Empresariales;Madrid;Madrid;5,0;5,0;7,862;Universitat de València (Estudi General);;Varios
Turismo;Universidad Rey Juan Carlos;Facultad de Ciencias de la Economía y de la Empresa. Campus de Madrid;Madrid;Madrid;5,0;5,0;7,862;Universitat de València (Estudi General);;Varios
Turismo;Universidad Complutense de Madrid;Facultad de Comercio y Turismo;Madrid;Madrid;5,0;5,0;7,862;Universitat de València (Estudi General);;Varios
Turismo;Universidad Rey Juan Carlos;Facultad de Ciencias de la Economía y de la Empresa. Campus de Fuenlabrada;Madrid;Madrid;5,0;5,01;7,862;Universitat de València (Estudi General);;Varios
Turismo;Universidad Autónoma de Madrid;Facultad de Ciencias Económicas y Empresariales;Madrid;Madrid;5,0;5,1;7,862;Universitat de València (Estudi General);;Varios
Turismo / Administración y Dirección de Empresas;Universidad Rey Juan Carlos;Facultad de Ciencias Jurídicas y Sociales. Campus de Fuenlabrada;Madrid;Madrid;8,261;7,822;10,603;Universitat de València (Estudi General);7,516;Universidad de Alcalá
Turismo / Administración y Dirección de Empresas;Universidad Rey Juan Carlos;Facultad de Ciencias Jurídicas y Sociales. Campus de Madrid;Madrid;Madrid;8,07;8,275;10,603;Universitat de València (Estudi General);7,516;Universidad de Alcalá
Turismo / Comercio;Universidad Complutense de Madrid;Facultad de Comercio y Turismo;Madrid;Madrid;7,478;8,91;7,478;Universidad Complutense de Madrid;7,478;Universidad Complutense de Madrid
Turismo / Marketing;Universidad Rey Juan Carlos;Facultad de Ciencias Jurídicas y Sociales. Campus de Madrid;Madrid;Madrid;10,728;11,351;10,728;Universidad Rey Juan Carlos;;Universidad de Girona
Veterinaria;Universidad Complutense de Madrid;Facultad de Veterinaria;Madrid;Madrid;12,075;12,27;12,18;Universidad de Córdoba;11,27;Universidad de Santiago de Compostela
Óptica y Optometría;Universidad Complutense de Madrid;Facultad de Óptica y Optometría;Madrid;Madrid;7,667;5,44;10,988;Universidad de Zaragoza;;Universidad de Valladolid
Administración y Dirección de Empresas;Universidad Pública de Navarra;Facultad de Ciencias Económicas y Empresariales;Navarra;Navarra;11,386;10,931;12,066;Universidad Carlos III de Madrid;;Varios
Administración y Dirección de Empresas / Derecho;Universidad Pública de Navarra;Facultad de Ciencias Económicas y Empresariales;Navarra;Navarra;11,329;10,69;12,465;Universidad de Zaragoza;;Varios
Administración y Dirección de Empresas / Economía;Universidad Pública de Navarra;Facultad de Ciencias Económicas y Empresariales;Navarra;Navarra;11,722;11,38;12,375;Universidad del País Vasco/Euskal Herriko Unibertsitatea;6,069;Universidad de Extremadura
Biotecnología;Universidad Pública de Navarra;Escuela Técnica Superior de Ingeniería Agronómica y Biociencias;Navarra;Navarra;11,704;12,02;12,925;Universidad Politécnica de Madrid;;Universidad de Vic - Universidad Central de Cataluña
Ciencia de Datos;Universidad Pública de Navarra;Escuela Técnica Superior de Ingeniería Agronómica y Biociencias;Navarra;Navarra;11,589;11,63;11,881;Universidad Politécnica de Valencia;11,114;Universitat de València (Estudi General)
Ciencia de Datos / Administración y Dirección de Empresas;Universidad Pública de Navarra;Escuela Técnica Superior de Ingeniería Agronómica y Biociencias;Navarra;Navarra;11,643;12,74;11,643;Universidad Pública de Navarra;11,643;Universidad Pública de Navarra
Ciencia de Datos / Biotecnología;Universidad Pública de Navarra;Escuela Técnica Superior de Ingeniería Agronómica y Biociencias;Navarra;Navarra;12,862;12,89;12,862;Universidad Pública de Navarra;12,862;Universidad Pública de Navarra
Ciencias;Universidad Pública de Navarra;Escuela Técnica Superior de Ingeniería Agronómica y Biociencias;Navarra;Navarra;8,741;6,93;9,539;Universidad Carlos III de Madrid;6,154;Universidad Autónoma de Barcelona
Ciencias de la Actividad Física y del Deporte;Universidad Pública de Navarra;Facultad de Ciencias de la Salud;Navarra;Navarra;10,77;10,69;11,881;Universidad de Granada;;Varios
Ciencias de la Actividad Física y del Deporte / Fisioterapia;Universidad Pública de Navarra;Facultad de Ciencias de la Salud;Navarra;Navarra;11,616;10,94;13,349;Universidad de Sevilla;5,168;Universidad de Girona
Derecho;Universidad Pública de Navarra;Facultad de Ciencias Jurídicas;Navarra;Navarra;9,25;9,2;11,975;Universidad Carlos III de Madrid;;Varios
Economía;Universidad Pública de Navarra;Facultad de Ciencias Económicas y Empresariales;Navarra;Navarra;7,936;6,19;12,161;Universidad Complutense de Madrid;;Varios
Educación Infantil;Universidad Pública de Navarra;Facultad de Ciencias Humanas, Sociales y de la Educación;Navarra;Navarra;8,994;9,03;10,936;Universidad de Sevilla;;Varios
Educación Infantil / Educación Primaria;Universidad Pública de Navarra;Facultad de Ciencias Humanas, Sociales y de la Educación;Navarra;Navarra;11,28;11,418;13,066;Universidad de Sevilla;;Varios
Educación Primaria;Universidad Pública de Navarra;Facultad de Ciencias Humanas, Sociales y de la Educación;Navarra;Navarra;9,34;9,51;10,952;Universidad de Murcia;;Varios
Enfermería;Universidad Pública de Navarra;Facultad de Ciencias de la Salud;Navarra;Navarra;11,683;11,72;12,71;Universidad de Sevilla;7,542;Universidad Autónoma de Barcelona
Fisioterapia;Universidad Pública de Navarra;Facultad de Ciencias de la Salud;Navarra;Navarra;10,6;10,31;12,678;Universidad de Sevilla;;Varios
Historia y Patrimonio;Universidad Pública de Navarra;Facultad de Ciencias Humanas, Sociales y de la Educación;Navarra;Navarra;7,454;5,3;8,068;Universidad Jaume I de Castellón;;Varios
Ingeniería Agroalimentaria y del Medio Rural;Universidad Pública de Navarra;Escuela Técnica Superior de Ingeniería Agronómica y Biociencias;Navarra;Navarra;6,891;6,08;8,448;Universidad Politécnica de Valencia;;Universidad de Burgos
Ingeniería Agroalimentaria y del Medio Rural / Innovación de Procesos y Productos Alimentarios;Universidad Pública de Navarra;Escuela Técnica Superior de Ingeniería Agronómica y Biociencias;Navarra;Navarra;7,059;9,49;7,059;Universidad Pública de Navarra;7,059;Universidad Pública de Navarra
Ingeniería Biomédica;Universidad Pública de Navarra;Escuela Técnica Superior de Ingeniería Industrial, Informática y Telecomunicación;Navarra;Navarra;12,067;11,75;12,886;Universidad Politécnica de Valencia;9,607;Universidad de Castilla-La Mancha
Ingeniería Biomédica / Ingeniería Tecnologías de Telecomunicación;Universidad Pública de Navarra;Escuela Técnica Superior de Ingeniería Industrial, Informática y Telecomunicación;Navarra;Navarra;12,151;12,11;12,151;Universidad Pública de Navarra;12,151;Universidad Pública de Navarra
Ingeniería Eléctrica y Electrónica;Universidad Pública de Navarra;Escuela Técnica Superior de Ingeniería Industrial, Informática y Telecomunicación;Navarra;Navarra;7,71;5,83;7,71;Universidad Pública de Navarra;7,71;Universidad Pública de Navarra
Ingeniería Informática;Universidad Pública de Navarra;Escuela Técnica Superior de Ingeniería Industrial, Informática y Telecomunicación;Navarra;Navarra;9,271;9,17;11,398;Universidad de Santiago de Compostela;;Varios
Ingeniería Mecánica;Universidad Pública de Navarra;Escuela Técnica Superior de Ingeniería Industrial, Informática y Telecomunicación;Navarra;Navarra;7,76;7,32;12,31;Universidad Politécnica de Valencia;;Varios
Ingeniería Térmica;Universidad Pública de Navarra;Escuela Técnica Superior de Ingeniería Industrial, Informática y Telecomunicación;Navarra;Navarra;7,875;9,74;7,875;Universidad Pública de Navarra;7,875;Universidad Pública de Navarra
Ingeniería en Diseño Mecánico;Universidad Pública de Navarra;Escuela Técnica Superior de Ingeniería Industrial, Informática y Telecomunicación;Navarra;Navarra;5,0;5,18;5,0;Universidad Pública de Navarra;;Universidad Pública de Navarra
Ingeniería en Tecnologías Industriales;Universidad Pública de Navarra;Escuela Técnica Superior de Ingeniería Industrial, Informática y Telecomunicación;Navarra;Navarra;11,518;11,194;12,07;Universidad Politécnica de Valencia;;Varios
Ingeniería en Tecnologías de la Telecomunicación;Universidad Pública de Navarra;Escuela Técnica Superior de Ingeniería Industrial, Informática y Telecomunicación;Navarra;Navarra;7,88;6,2;10,764;Universidad Carlos III de Madrid;;Universidad de Las Palmas de Gran Canaria
Innovación de Procesos y Productos Alimentarios;Universidad Pública de Navarra;Escuela Técnica Superior de Ingeniería Agronómica y Biociencias;Navarra;Navarra;7,0;5,47;7,0;Universidad Pública de Navarra;7,0;Universidad Pública de Navarra
Medicina;Universidad Pública de Navarra;Facultad de Ciencias de la Salud;Navarra;Navarra;12,842;12,95;13,45;Universidad de Sevilla;11,388;Universidad de Vic - Universidad Central de Cataluña
Psicología;Universidad Pública de Navarra;Facultad de Ciencias de la Salud;Navarra;Navarra;10,595;11,54;11,829;Universidad de Sevilla;;Varios
Relaciones Laborales y Recursos Humanos;Universidad Pública de Navarra;Facultad de Ciencias Jurídicas;Navarra;Navarra;7,7;7,65;8,151;Universitat de València (Estudi General);;Varios
Sociología Aplicada;Universidad Pública de Navarra;Facultad de Ciencias Humanas, Sociales y de la Educación;Navarra;Navarra;5,343;5,3;5,343;Universidad Pública de Navarra;5,343;Universidad Pública de Navarra
Trabajo Social;Universidad Pública de Navarra;Facultad de Ciencias Humanas, Sociales y de la Educación;Navarra;Navarra;6,91;7,34;9,84;Universidad de Málaga;;Varios
Administración y Dirección de Empresas;Universidad del País Vasco/Euskal Herriko Unibertsitatea;Facultad de Economía y Empresa;Bizkaia;País Vasco;8,9;8,94;12,066;Universidad Carlos III de Madrid;;Varios
Administración y Dirección de Empresas;Universidad del País Vasco/Euskal Herriko Unibertsitatea;Facultad de Economía y Empresa. Sección Guipuzcoa;Gipuzkoa;País Vasco;8,283;7,71;12,066;Universidad Carlos III de Madrid;;Varios
Administración y Dirección de Empresas;Universidad del País Vasco/Euskal Herriko Unibertsitatea;Facultad de Economía y Empresa. Sección Álava;Araba/Álava;País Vasco;7,797;7,62;12,066;Universidad Carlos III de Madrid;;Varios
Administración y Dirección de Empresas / Derecho;Universidad del País Vasco/Euskal Herriko Unibertsitatea;Facultad de Economía y Empresa;Bizkaia;País Vasco;11,624;11,62;12,465;Universidad de Zaragoza;;Varios
Administración y Dirección de Empresas / Derecho;Universidad del País Vasco/Euskal Herriko Unibertsitatea;Facultad de Derecho;Gipuzkoa;País Vasco;11,318;11,35;12,465;Universidad de Zaragoza;;Varios
Administración y Dirección de Empresas / Economía;Universidad del País Vasco/Euskal Herriko Unibertsitatea;Facultad de Economía y Empresa;Bizkaia;País Vasco;12,375;12,35;12,375;Universidad del País Vasco/Euskal Herriko Unibertsitatea;6,069;Universidad de Extremadura
Administración y Dirección de Empresas / Ingeniería Informática;Universidad del País Vasco/Euskal Herriko Unibertsitatea;Facultad de Economía y Empresa. Sección Álava;Araba/Álava;País Vasco;8,498;8,65;12,149;Universidad Politécnica de Valencia;5,578;Universidad de Extremadura
Antropología Social;Universidad del País Vasco/Euskal Herriko Unibertsitatea;Facultad de Educación, Filosofía y Antropología;Gipuzkoa;País Vasco;5,0;5,0;5,0;Universidad del País Vasco/Euskal Herriko Unibertsitatea;;Universidad del País Vasco/Euskal Herriko Unibertsitatea
Arquitectura Técnica;Universidad del País Vasco/Euskal Herriko Unibertsitatea;Escuela de Ingeniería de Guipuzcoa;Gipuzkoa;País Vasco;6,534;7,38;8,438;Universidad Politécnica de Valencia;;Varios
Arte;Universidad del País Vasco/Euskal Herriko Unibertsitatea;Facultad de Bellas Artes;Bizkaia;País Vasco;5,0;5,0;5,0;Universidad del País Vasco/Euskal Herriko Unibertsitatea;;Universidad del País Vasco/Euskal Herriko Unibertsitatea
Biología;Universidad del País Vasco/Euskal Herriko Unibertsitatea;Facultad de Ciencia y Tecnología;Bizkaia;País Vasco;11,318;11,3;11,494;Universitat de València (Estudi General);;Universidad de Vic - Universidad Central de Cataluña
